"CustomerID","AccountNumber","CustomerFullname","TotalOrder","TotalRevenue"
18078,AW00018078,Ruben  Srini,2,"20094.0000"
18079,AW00018079,Victoria  Martin,1,"170099.0000"
18080,AW00018080,Paige  Richardson,1,"173792.0000"
18081,AW00018081,Amanda  Parker,2,"5197.0000"
18082,AW00018082,Steven E Sanchez,1,"6797.0000"
18083,AW00018083,Osarumwense Uwaifiokun Agbonile,1,"8997.0000"
18084,AW00018084,Jessica  Diaz,1,"177547.0000"
18085,AW00018085,Christy U Nath,1,"176496.0000"
18086,AW00018086,Jaclyn R Zeng,1,"172396.0000"
18087,AW00018087,Marcus J Long,1,"1398.0000"
18088,AW00018088,Seth A Stewart,1,"173598.0000"
18089,AW00018089,Melanie C Gonzales,1,"173598.0000"
18090,AW00018090,Lucas P Smith,2,"6491.0000"
18091,AW00018091,Chase  Bell,1,"175098.0000"
18092,AW00018092,Eduardo  Baker,1,"178945.0000"
18093,AW00018093,Grace M Johnson,1,"1398.0000"
18094,AW00018094,Roy  Alonso,1,"6849.0000"
18095,AW00018095,Thomas M Campbell,1,"5898.0000"
18096,AW00018096,Ariana R Kelly,1,"173598.0000"
18097,AW00018097,Sydney  Stewart,1,"3998.0000"
18098,AW00018098,Edward C Lee,1,"175498.0000"
18099,AW00018099,Marcus M Edwards,1,"499.0000"
18100,AW00018100,Kyle L Li,1,"5998.0000"
18101,AW00018101,Bailey  Turner,1,"6447.0000"
18102,AW00018102,Nicholas G Lewis,1,"499.0000"
18103,AW00018103,Chelsea E Gonzalez,1,"173598.0000"
18104,AW00018104,Taylor  Coleman,1,"1398.0000"
18105,AW00018105,Destiny S Brooks,1,"3998.0000"
18106,AW00018106,Carson G Alexander,1,"499.0000"
18107,AW00018107,Laura  Liang,1,"1398.0000"
18108,AW00018108,Colin  Gao,1,"173598.0000"
18109,AW00018109,Samuel  Campbell,1,"12348.0000"
18110,AW00018110,Austin B Li,1,"1294.0000"
18111,AW00018111,Timothy M Morris,1,"499.0000"
18112,AW00018112,Sophia D Gonzalez,1,"6447.0000"
18113,AW00018113,Abigail  Simmons,1,"239196.0000"
18114,AW00018114,Alexandria L Foster,1,"5898.0000"
18115,AW00018115,Richard C Young,1,"1398.0000"
18116,AW00018116,Thomas  Li,1,"237696.0000"
18117,AW00018117,Fernando E Washington,1,"1398.0000"
18118,AW00018118,Megan A Reed,1,"175098.0000"
18119,AW00018119,Shawn D Nath,1,"1398.0000"
18120,AW00018120,Isabella A Martin,1,"172598.0000"
18121,AW00018121,Madeline  Young,1,"179347.0000"
18122,AW00018122,Justin M Hughes,1,"243999.0000"
18123,AW00018123,Emily  Hughes,1,"499.0000"
18124,AW00018124,Calvin  Chander,1,"5697.0000"
18125,AW00018125,Leah  Cai,3,"10478281.0000"
18126,AW00018126,Larry C Ortega,3,"22292027.0000"
18127,AW00018127,Franklin K He,3,"22295676.0000"
18128,AW00018128,Roberto D Suarez,1,"8548.0000"
18129,AW00018129,Elizabeth J Rodriguez,1,"9646.0000"
18130,AW00018130,Kaitlyn D Mitchell,3,"10478728.0000"
18131,AW00018131,Ann B Malhotra,2,"7223210.0000"
18132,AW00018132,Adrienne M Blanco,2,"7224479.0000"
18133,AW00018133,Karen E Smith,3,"10482378.0000"
18134,AW00018134,Melody  Romero,3,"10477578.0000"
18135,AW00018135,Blake E Diaz,3,"22289627.0000"
18136,AW00018136,Carl R Xie,3,"22287929.0000"
18137,AW00018137,Gabriel R Kumar,2,"7225378.0000"
18138,AW00018138,Walter C Alonso,1,"7597.0000"
18139,AW00018139,Jennifer  Washington,3,"10480774.0000"
18140,AW00018140,Anthony  White,3,"10478472.0000"
18141,AW00018141,Deanna  Chandra,3,"22294755.0000"
18142,AW00018142,Riley  Bradley,1,"2427.0000"
18143,AW00018143,Chad  Shen,2,"7227378.0000"
18144,AW00018144,Katie  Chapman,1,"3197.0000"
18145,AW00018145,David  So,1,"7197.0000"
18146,AW00018146,Eugene  Wang,1,"3197.0000"
18147,AW00018147,Katrina J Luo,3,"22290528.0000"
18148,AW00018148,Jaclyn  Huang,2,"7072930.0000"
18149,AW00018149,Rebekah  Blanco,2,"5023.0000"
18150,AW00018150,Mitchell  Deng,1,"7697.0000"
18151,AW00018151,Brendan  She,1,"7697.0000"
18152,AW00018152,Bryant E Suri,1,"7697.0000"
18153,AW00018153,Karen L Gao,1,"499.0000"
18154,AW00018154,Calvin A She,1,"6644.0000"
18155,AW00018155,Arianna  Morgan,2,"13543.0000"
18156,AW00018156,Trisha  Zhang,2,"8226.0000"
18157,AW00018157,Isabella  Hall,2,"10244272.0000"
18158,AW00018158,Jeremiah  Griffin,3,"22284430.0000"
18159,AW00018159,Jaime M Serrano,1,"2198.0000"
18160,AW00018160,Bryan  Rivera,3,"22288928.0000"
18161,AW00018161,Tanya M Sanz,1,"728.0000"
18162,AW00018162,Misty H Pal,1,"728.0000"
18163,AW00018163,Gabriel  Zhang,2,"7225478.0000"
18164,AW00018164,Alisha V Wang,2,"10237373.0000"
18165,AW00018165,Randall A Gill,2,"8226.0000"
18166,AW00018166,Julian A Wood,3,"720037.0000"
18167,AW00018167,Raul D Chander,2,"10244872.0000"
18168,AW00018168,Pedro  Sanz,3,"22288224.0000"
18169,AW00018169,Alisha L Liang,1,"728.0000"
18170,AW00018170,Adam D Perez,1,"3998.0000"
18171,AW00018171,Alejandro J Zeng,2,"10236271.0000"
18172,AW00018172,Willie  Black,2,"7727.0000"
18173,AW00018173,Brent L Zhang,3,"718935.0000"
18174,AW00018174,Jill M Munoz,1,"728.0000"
18175,AW00018175,Carrie E Hernandez,2,"7227479.0000"
18176,AW00018176,Bradley  Kumar,2,"10238871.0000"
18177,AW00018177,Reginald  Suarez,3,"22301825.0000"
18178,AW00018178,Tracy J Goel,2,"5146.0000"
18179,AW00018179,Chelsea P McDonald,1,"499.0000"
18180,AW00018180,Juan K Howard,1,"1294.0000"
18181,AW00018181,Neil C Diaz,2,"18592.0000"
18182,AW00018182,Kristi J Prasad,1,"499.0000"
18183,AW00018183,Meagan  Schmidt,2,"10238667.0000"
18184,AW00018184,Leonard L Chande,1,"8997.0000"
18185,AW00018185,Laura P Huang,2,"10237570.0000"
18186,AW00018186,Lori  Hernandez,2,"13944.0000"
18187,AW00018187,Dennis  Gao,1,"4491.0000"
18188,AW00018188,Jeffery E Wang,2,"609320.0000"
18189,AW00018189,Nancy  Mehta,2,"411826.0000"
18190,AW00018190,Danny C Diaz,2,"3097.0000"
18191,AW00018191,Julie R Sharma,2,"9447.0000"
18192,AW00018192,Max  Hernandez,2,"6397.0000"
18193,AW00018193,Louis C Yuan,2,"414554.0000"
18194,AW00018194,Yolanda J Kumar,2,"8596.0000"
18195,AW00018195,Walter J Sanz,2,"9447.0000"
18196,AW00018196,Ivan K Rana,2,"413324.0000"
18197,AW00018197,Jenny  Zimmerman,2,"3097.0000"
18198,AW00018198,Cedric  Xu,2,"414325.0000"
18199,AW00018199,Brandy S Lopez,2,"9994.0000"
18200,AW00018200,Alfredo C Gomez,2,"415053.0000"
18201,AW00018201,Karla  Xie,2,"415773.0000"
18202,AW00018202,Erika A Gill,2,"414326.0000"
18203,AW00018203,Louis A Kumar,2,"417225.0000"
18204,AW00018204,Tiffany  Cai,2,"413324.0000"
18205,AW00018205,Lindsey  Raji,2,"605661.0000"
18206,AW00018206,Bruce G Madan,2,"6596.0000"
18207,AW00018207,Phillip N Gonzalez,2,"608959.0000"
18208,AW00018208,Latoya J Nara,2,"603560.0000"
18209,AW00018209,Ann  Chandra,2,"605661.0000"
18210,AW00018210,Katie E Lal,2,"604459.0000"
18211,AW00018211,Jaclyn  Sun,2,"6596.0000"
18212,AW00018212,Marc  Ramos,2,"602957.0000"
18213,AW00018213,Sheena J Raji,2,"607059.0000"
18214,AW00018214,Ronald  Suri,2,"609320.0000"
18215,AW00018215,Ashley E Taylor,2,"15097.0000"
18216,AW00018216,Susan S Zhang,2,"3892.0000"
18217,AW00018217,Danny S Alonso,2,"605661.0000"
18218,AW00018218,Thomas R Powell,2,"602162.0000"
18219,AW00018219,Felicia J Gomez,2,"603856.0000"
18220,AW00018220,Brent  Huang,2,"602162.0000"
18221,AW00018221,Marc B Alvarez,2,"4595.0000"
18222,AW00018222,Carolyn B Suarez,2,"604459.0000"
18223,AW00018223,Noah  Clark,1,"3998.0000"
18224,AW00018224,Vanessa  Perry,1,"239445.0000"
18225,AW00018225,Paige M Jenkins,1,"234996.0000"
18226,AW00018226,Joseph E Walker,1,"172598.0000"
18227,AW00018227,Miranda E Diaz,1,"172997.0000"
18228,AW00018228,Adam R Parker,1,"170998.0000"
18229,AW00018229,Gabriella  Ward,1,"170099.0000"
18230,AW00018230,Brianna W Perry,1,"499.0000"
18231,AW00018231,Janet M Gutierrez,1,"241499.0000"
18232,AW00018232,Sophia R Edwards,1,"236997.0000"
18233,AW00018233,Mackenzie J Bailey,1,"173226.0000"
18234,AW00018234,Alexandria D Russell,1,"175498.0000"
18235,AW00018235,Vincent F Guo,1,"3998.0000"
18236,AW00018236,Andrew R Wilson,1,"241499.0000"
18237,AW00018237,Nicole M Russell,1,"231896.0000"
18238,AW00018238,Eduardo S Harris,2,"603061.0000"
18239,AW00018239,Alisha G Zhu,2,"603061.0000"
18240,AW00018240,Arthur  Smith,2,"609858.0000"
18241,AW00018241,Tony  Sharma,2,"605821.0000"
18242,AW00018242,Christine I Pal,2,"612171.0000"
18243,AW00018243,Cesar  Sai,2,"605821.0000"
18244,AW00018244,Lindsay  Chande,2,"602162.0000"
18245,AW00018245,Misty M Goel,2,"602162.0000"
18246,AW00018246,Terrence  Raje,2,"603061.0000"
18247,AW00018247,Donna J Beck,2,"8496.0000"
18248,AW00018248,Pedro A Moreno,2,"603789.0000"
18249,AW00018249,Alison  Chander,2,"604459.0000"
18250,AW00018250,Jeremiah M Hall,2,"605821.0000"
18251,AW00018251,Ricky  Sanz,2,"603560.0000"
18252,AW00018252,Alvin  Sun,2,"602162.0000"
18253,AW00018253,Trisha  Guo,2,"4595.0000"
18254,AW00018254,Larry  Martin,2,"602162.0000"
18255,AW00018255,Rachel  Griffin,2,"606720.0000"
18256,AW00018256,Gilbert J Cai,2,"9896.0000"
18257,AW00018257,Krista  Jimenez,2,"11595.0000"
18258,AW00018258,Cassie M Chander,2,"4595.0000"
18259,AW00018259,Bailey  Torres,2,"3097.0000"
18260,AW00018260,Jodi N Sharma,2,"603560.0000"
18261,AW00018261,Stacy D Ramos,2,"8596.0000"
18262,AW00018262,Evelyn D Rana,2,"14245.0000"
18263,AW00018263,Karla  Jai,2,"12694.0000"
18264,AW00018264,Jeffery  Ma,2,"6997.0000"
18265,AW00018265,Trisha  Cai,2,"6498.0000"
18266,AW00018266,Mandy  Huang,2,"7226.0000"
18267,AW00018267,Brad C Jai,2,"6498.0000"
18268,AW00018268,Preston O Chapman,2,"610219.0000"
18269,AW00018269,Wendy A Torres,2,"611320.0000"
18270,AW00018270,Rachael A Rana,2,"9447.0000"
18271,AW00018271,Darrell  Yuan,2,"11995.0000"
18272,AW00018272,Autumn E Lin,2,"605661.0000"
18273,AW00018273,Natalie W Moore,2,"610421.0000"
18274,AW00018274,Carla  Sanchez,2,"3097.0000"
18275,AW00018275,Heather  Yang,2,"602162.0000"
18276,AW00018276,Alexa  Murphy,2,"610660.0000"
18277,AW00018277,Terry  Lal,2,"607059.0000"
18278,AW00018278,Lucas T Powell,2,"15895.0000"
18279,AW00018279,Rachael J Suri,2,"16202.0000"
18280,AW00018280,Jimmy T Alonso,2,"12656.0000"
18281,AW00018281,Jaclyn  Li,2,"608110.0000"
18282,AW00018282,Candace  Kapoor,2,"3097.0000"
18283,AW00018283,Mallory M Vazquez,2,"12894.0000"
18284,AW00018284,Carl  Deng,2,"602957.0000"
18285,AW00018285,Roberto A Romero,2,"14155.0000"
18286,AW00018286,Holly M Suri,2,"14155.0000"
18287,AW00018287,Heather E Zeng,2,"7216.0000"
18288,AW00018288,Daisy A Suarez,2,"609320.0000"
18289,AW00018289,Jaclyn  Raji,2,"9447.0000"
18290,AW00018290,Audrey  Hernandez,2,"8496.0000"
18291,AW00018291,Jennifer  Hill,2,"3097.0000"
18292,AW00018292,Louis A Tang,2,"3925.0000"
18293,AW00018293,Austin W Butler,2,"7424.0000"
18294,AW00018294,Denise  Prasad,2,"7826.0000"
18295,AW00018295,Ajay  Solanki,2,"14427.0000"
18296,AW00018296,Trisha A Li,2,"611769.0000"
18297,AW00018297,Gloria B Alvarez,2,"611959.0000"
18298,AW00018298,Geoffrey W Malhotra,2,"2427.0000"
18299,AW00018299,Colin B Deng,2,"3222.0000"
18300,AW00018300,Diane L Ramos,2,"6488.0000"
18301,AW00018301,Julie  Xu,2,"605661.0000"
18302,AW00018302,Wayne S Xie,2,"602957.0000"
18303,AW00018303,Shannon R Serrano,2,"603061.0000"
18304,AW00018304,Yolanda M She,2,"2656.0000"
18305,AW00018305,Kelvin  Xu,2,"16055.0000"
18306,AW00018306,Margaret C Lin,2,"8777.0000"
18307,AW00018307,Amy  Zhang,2,"602162.0000"
18308,AW00018308,Erica P Chen,2,"603789.0000"
18309,AW00018309,Mandy  Wu,2,"609059.0000"
18310,AW00018310,Lance  Romero,1,"2149.0000"
18311,AW00018311,Jennifer B Mitchell,1,"1398.0000"
18312,AW00018312,Miguel  Moore,1,"1523.0000"
18313,AW00018313,Arianna L Foster,1,"728.0000"
18314,AW00018314,Eric  Perry,3,"11573.0000"
18315,AW00018315,Melody A Dominguez,1,"728.0000"
18316,AW00018316,Justin  Kumar,1,"728.0000"
18317,AW00018317,Samantha  Jones,3,"8474.0000"
18318,AW00018318,Benjamin R Hughes,1,"176047.0000"
18319,AW00018319,Aimee R Sun,1,"6047.0000"
18320,AW00018320,Luis A Jai,3,"22319.0000"
18321,AW00018321,Sebastian M Cook,1,"1294.0000"
18322,AW00018322,Antonio  Ross,3,"14889.0000"
18323,AW00018323,Jeremy J Clark,1,"3998.0000"
18324,AW00018324,Jackson J Butler,1,"173598.0000"
18325,AW00018325,Colleen C Xu,2,"10885.0000"
18326,AW00018326,Jay M Srini,2,"9796.0000"
18327,AW00018327,Jon L Sharma,1,"1398.0000"
18328,AW00018328,Alvin  Rai,1,"728.0000"
18329,AW00018329,Marcus L Bailey,3,"14653.0000"
18330,AW00018330,Kellie A Diaz,2,"8897.0000"
18331,AW00018331,Jerry  Chande,2,"475275.0000"
18332,AW00018332,Emmanuel  Malhotra,2,"475275.0000"
18333,AW00018333,Meredith  Patel,1,"2777.0000"
18334,AW00018334,Edwin  Ye,2,"469876.0000"
18335,AW00018335,Ricky E Diaz,2,"603560.0000"
18336,AW00018336,Carla J Gonzalez,2,"614507.0000"
18337,AW00018337,Audrey  Serrano,2,"602162.0000"
18338,AW00018338,Nina  Andersen,2,"612458.0000"
18339,AW00018339,Donna  Nath,1,"1398.0000"
18340,AW00018340,Arianna  Cooper,1,"3998.0000"
18341,AW00018341,Russell  Goel,1,"6793.0000"
18342,AW00018342,Victoria  James,1,"3998.0000"
18343,AW00018343,Dalton  Green,1,"3998.0000"
18344,AW00018344,Caleb  Turner,1,"175997.0000"
18345,AW00018345,Samantha  Bryant,2,"11547.0000"
18346,AW00018346,Anna H Flores,1,"1398.0000"
18347,AW00018347,Alyssa J Clark,1,"3998.0000"
18348,AW00018348,Katelyn  Roberts,1,"2948.0000"
18349,AW00018349,Jacob  Robinson,1,"3998.0000"
18350,AW00018350,Emma  Ross,1,"173598.0000"
18351,AW00018351,Alexander  Smith,1,"231999.0000"
18352,AW00018352,Noah A Thomas,1,"233498.0000"
18353,AW00018353,Robert  Anderson,1,"231697.0000"
18354,AW00018354,Alvin A Nara,1,"13294.0000"
18355,AW00018355,Edward R Foster,2,"15095.0000"
18356,AW00018356,Alexander S Lee,2,"14991.0000"
18357,AW00018357,Trinity  Reed,1,"230997.0000"
18358,AW00018358,Oscar P Coleman,1,"3998.0000"
18359,AW00018359,Alexandria  Bryant,1,"6849.0000"
18360,AW00018360,Eric E Li,1,"175098.0000"
18361,AW00018361,Marcus  Simmons,1,"175098.0000"
18362,AW00018362,Erin L Howard,1,"172521.0000"
18363,AW00018363,Lucas N Ward,1,"170099.0000"
18364,AW00018364,Eduardo L Gray,1,"12499.0000"
18365,AW00018365,Daniel W Lewis,1,"3998.0000"
18366,AW00018366,Alexandria  Richardson,1,"177547.0000"
18367,AW00018367,Edwin F Wu,1,"2149.0000"
18368,AW00018368,Austin P Hughes,1,"175498.0000"
18369,AW00018369,Mandy A He,1,"172598.0000"
18370,AW00018370,Tristan L Flores,1,"170099.0000"
18371,AW00018371,Jessica  Morgan,1,"175498.0000"
18372,AW00018372,Jeremiah  Thomas,1,"176047.0000"
18373,AW00018373,Stephanie  Roberts,1,"176397.0000"
18374,AW00018374,Logan  King,1,"1294.0000"
18375,AW00018375,Michelle  Morris,1,"234496.0000"
18376,AW00018376,Abigail L Diaz,1,"236997.0000"
18377,AW00018377,Madison W Robinson,1,"239497.0000"
18378,AW00018378,Dalton E Foster,1,"243999.0000"
18379,AW00018379,Abigail R Robinson,1,"236227.0000"
18380,AW00018380,Kaitlyn G Kelly,1,"1294.0000"
18381,AW00018381,Katherine  Ward,1,"235946.0000"
18382,AW00018382,Isabella  Garcia,2,"20494.0000"
18383,AW00018383,Natalie  Torres,1,"1398.0000"
18384,AW00018384,Nicole J Williams,1,"10348.0000"
18385,AW00018385,Miguel  Gonzalez,1,"499.0000"
18386,AW00018386,Kevin  Shan,1,"230997.0000"
18387,AW00018387,Carlos  Green,1,"499.0000"
18388,AW00018388,Julia A Russell,1,"233727.0000"
18389,AW00018389,Marcus T Gray,1,"240145.0000"
18390,AW00018390,Blake  Thompson,2,"14196.0000"
18391,AW00018391,Jacqueline  Russell,2,"10096.0000"
18392,AW00018392,Jasmine C Gonzales,1,"234293.0000"
18393,AW00018393,Angela D Ross,1,"229499.0000"
18394,AW00018394,Sean A Wright,1,"229728.0000"
18395,AW00018395,Xavier D Howard,1,"237498.0000"
18396,AW00018396,Luke G Parker,1,"2948.0000"
18397,AW00018397,Louis S Anand,1,"499.0000"
18398,AW00018398,Geoffrey  Sanchez,1,"235096.0000"
18399,AW00018399,Sara D Torres,1,"233497.0000"
18400,AW00018400,Jeremiah A Jackson,1,"240995.0000"
18401,AW00018401,Joshua  Jones,1,"229499.0000"
18402,AW00018402,Kimberly  Kelly,1,"499.0000"
18403,AW00018403,Madeline R Phillips,1,"231896.0000"
18404,AW00018404,Alicia  Raji,1,"499.0000"
18405,AW00018405,Sheila  Gutierrez,1,"499.0000"
18406,AW00018406,Zachary  Ross,1,"235499.0000"
18407,AW00018407,Maria  Griffin,2,"6325.0000"
18408,AW00018408,Cody  West,1,"1294.0000"
18409,AW00018409,Olivia K Washington,1,"172827.0000"
18410,AW00018410,Joshua M Davis,1,"5898.0000"
18411,AW00018411,Jack J Powell,2,"5696.0000"
18412,AW00018412,Mary  Parker,1,"231999.0000"
18413,AW00018413,Samuel F Jackson,1,"239596.0000"
18414,AW00018414,Gabrielle  Griffin,1,"176047.0000"
18415,AW00018415,Summer E Mehta,1,"245498.0000"
18416,AW00018416,Emma K Peterson,1,"236996.0000"
18417,AW00018417,Jonathan  Roberts,1,"3998.0000"
18418,AW00018418,Dawn L Sun,1,"232228.0000"
18419,AW00018419,Rachel  Johnson,1,"3998.0000"
18420,AW00018420,Riley L Stewart,1,"241499.0000"
18421,AW00018421,Megan E Morgan,1,"499.0000"
18422,AW00018422,Taylor A Jones,1,"235196.0000"
18423,AW00018423,Christian S Jones,1,"499.0000"
18424,AW00018424,Samuel  Williams,1,"499.0000"
18425,AW00018425,Garrett L Brooks,1,"499.0000"
18426,AW00018426,Luke  Gonzales,1,"236227.0000"
18427,AW00018427,Justin  Diaz,1,"233446.0000"
18428,AW00018428,Alexis  Henderson,1,"233228.0000"
18429,AW00018429,Faith R Gonzales,1,"234197.0000"
18430,AW00018430,Victoria C Morgan,1,"177547.0000"
18431,AW00018431,Cameron D Hayes,1,"175498.0000"
18432,AW00018432,Jordan L Lopez,1,"235096.0000"
18433,AW00018433,Seth M Ross,1,"232998.0000"
18434,AW00018434,Clayton  Stone,1,"499.0000"
18435,AW00018435,Maria I Phillips,1,"237696.0000"
18436,AW00018436,Richard  Johnson,1,"229499.0000"
18437,AW00018437,Isabella A Butler,1,"235998.0000"
18438,AW00018438,Sheila J Sanz,1,"170998.0000"
18439,AW00018439,Angela M Coleman,1,"170099.0000"
18440,AW00018440,Joe  Ashe,1,"177547.0000"
18441,AW00018441,Tabitha A Munoz,1,"238047.0000"
18442,AW00018442,Mason  Hill,1,"231226.0000"
18443,AW00018443,Ross  Lopez,1,"6047.0000"
18444,AW00018444,Shannon  Chow,1,"2548.0000"
18445,AW00018445,Colin J Li,1,"2149.0000"
18446,AW00018446,Larry  Ramos,1,"2149.0000"
18447,AW00018447,Renee  Ortega,1,"2149.0000"
18448,AW00018448,Jennifer S Bailey,1,"173598.0000"
18449,AW00018449,Derrick  Ramos,2,"10094.0000"
18450,AW00018450,Willie S Shen,1,"2548.0000"
18451,AW00018451,Dale  Pal,1,"7547.0000"
18452,AW00018452,Bruce D Martinez,2,"475275.0000"
18453,AW00018453,Caroline A Patterson,1,"499.0000"
18454,AW00018454,George C Perez,1,"6849.0000"
18455,AW00018455,Alejandro  Wu,1,"6447.0000"
18456,AW00018456,Timothy L Bailey,1,"1294.0000"
18457,AW00018457,Olivia E White,2,"482623.0000"
18458,AW00018458,Gregory  She,2,"473375.0000"
18459,AW00018459,Toni  Sai,1,"58896.0000"
18460,AW00018460,Faith  Butler,1,"234197.0000"
18461,AW00018461,Tina J Martinez,2,"474824.0000"
18462,AW00018462,Clarence A Zhu,2,"475275.0000"
18463,AW00018463,Adriana  Suri,2,"472604.0000"
18464,AW00018464,Toni  Suri,2,"469876.0000"
18465,AW00018465,Jamie S Yang,2,"475275.0000"
18466,AW00018466,Joy A Gutierrez,2,"9796.0000"
18467,AW00018467,Darren  Townsend,2,"527926.0000"
18468,AW00018468,Joel  Sanchez,2,"533325.0000"
18469,AW00018469,Robyn A Rubio,2,"602162.0000"
18470,AW00018470,Jennifer  Taylor,2,"602162.0000"
18471,AW00018471,Paige J Stewart,1,"53999.0000"
18472,AW00018472,Hannah C Ross,1,"7947.0000"
18473,AW00018473,Nathaniel J Rogers,1,"12728.0000"
18474,AW00018474,James  Smith,1,"3998.0000"
18475,AW00018475,Natalie T Brown,1,"61691.0000"
18476,AW00018476,Brooke  Rogers,1,"61691.0000"
18477,AW00018477,Angelica G Hughes,1,"1398.0000"
18478,AW00018478,Eduardo B Roberts,1,"238047.0000"
18479,AW00018479,Stacey G Chen,1,"235196.0000"
18480,AW00018480,Heidi  Suri,1,"232999.0000"
18481,AW00018481,Tanya A Romero,1,"231896.0000"
18482,AW00018482,Sharon  Nara,2,"603061.0000"
18483,AW00018483,Byron J Gill,2,"605661.0000"
18484,AW00018484,Dustin M Sharma,2,"609320.0000"
18485,AW00018485,Devin  Gonzalez,2,"606321.0000"
18486,AW00018486,Kari  Torres,2,"602162.0000"
18487,AW00018487,Tasha J Nath,2,"602162.0000"
18488,AW00018488,Clayton  Xu,2,"605661.0000"
18489,AW00018489,Johnny R Nara,2,"608110.0000"
18490,AW00018490,Brad S Rai,2,"602957.0000"
18491,AW00018491,Michele D Gonzalez,2,"605661.0000"
18492,AW00018492,Tamara H Johnston,2,"21826.0000"
18493,AW00018493,Kaitlin  McDonald,2,"602957.0000"
18494,AW00018494,Marcus A Young,2,"603789.0000"
18495,AW00018495,Jeremy E Phillips,2,"602162.0000"
18496,AW00018496,Vincent  Zheng,2,"612171.0000"
18497,AW00018497,Fernando W Evans,1,"232998.0000"
18498,AW00018498,Zachary  Russell,1,"5498.0000"
18499,AW00018499,Darren I Rodriguez,1,"499.0000"
18500,AW00018500,Jose  Brown,1,"3998.0000"
18501,AW00018501,Alexandra  Powell,1,"175098.0000"
18502,AW00018502,Pamela  Madan,1,"176047.0000"
18503,AW00018503,Timothy E Peterson,1,"12398.0000"
18504,AW00018504,Angel  Adams,1,"12897.0000"
18505,AW00018505,Carol  Scott,1,"1398.0000"
18506,AW00018506,Evan  Bradley,2,"10194.0000"
18507,AW00018507,Edward  Baker,1,"10348.0000"
18508,AW00018508,Michele  Chander,1,"235996.0000"
18509,AW00018509,Xavier G Foster,1,"5998.0000"
18510,AW00018510,Samuel A Washington,1,"499.0000"
18511,AW00018511,Mya  Jenkins,1,"246593.0000"
18512,AW00018512,Alex L Torres,1,"234998.0000"
18513,AW00018513,Edwin  Xu,1,"234197.0000"
18514,AW00018514,Anne  Romero,1,"238996.0000"
18515,AW00018515,Gabrielle  Patterson,1,"239694.0000"
18516,AW00018516,Juan  Brooks,1,"240491.0000"
18517,AW00018517,Tristan  Diaz,1,"7898.0000"
18518,AW00018518,Stephanie  Scott,1,"237995.0000"
18519,AW00018519,Alex  Cook,1,"236227.0000"
18520,AW00018520,Rafael D Huang,1,"7898.0000"
18521,AW00018521,Meghan E Rowe,1,"11998.0000"
18522,AW00018522,Jeremiah L Smith,1,"6999.0000"
18523,AW00018523,Samuel M Foster,2,"16094.0000"
18524,AW00018524,Edward E Alexander,2,"19595.0000"
18525,AW00018525,Jack R Lal,1,"173598.0000"
18526,AW00018526,Kevin  Hernandez,1,"231792.0000"
18527,AW00018527,Jonathan B Baker,1,"231999.0000"
18528,AW00018528,John M Rodriguez,1,"238194.0000"
18529,AW00018529,Albert W Castro,1,"3998.0000"
18530,AW00018530,Wyatt M Evans,1,"11397.0000"
18531,AW00018531,Thomas  Simmons,1,"499.0000"
18532,AW00018532,Marcus  Russell,1,"234522.0000"
18533,AW00018533,Lucas S Martinez,1,"240547.0000"
18534,AW00018534,Hunter  Collins,1,"5498.0000"
18535,AW00018535,Donald  Kapoor,2,"5197.0000"
18536,AW00018536,Hailey J Coleman,1,"5498.0000"
18537,AW00018537,Kathryn L Carson,1,"229499.0000"
18538,AW00018538,Ian  Mitchell,1,"231999.0000"
18539,AW00018539,Riley M Russell,1,"235695.0000"
18540,AW00018540,Victoria M Perry,1,"240145.0000"
18541,AW00018541,Kayla C Jones,2,"9426.0000"
18542,AW00018542,Dustin E She,1,"12398.0000"
18543,AW00018543,Dalton R Wilson,1,"173598.0000"
18544,AW00018544,Riley L Washington,1,"115548.0000"
18545,AW00018545,Ian L Clark,1,"172598.0000"
18546,AW00018546,Pieter  Wycoff,1,"2948.0000"
18547,AW00018547,Ethan L Johnson,1,"235196.0000"
18548,AW00018548,Jordan E Powell,1,"175498.0000"
18549,AW00018549,Sierra  Collins,1,"116946.0000"
18550,AW00018550,Julia R Griffin,1,"6447.0000"
18551,AW00018551,Chloe E Hall,1,"170998.0000"
18552,AW00018552,Kelsey  Goel,1,"499.0000"
18553,AW00018553,Alex K Roberts,1,"170099.0000"
18554,AW00018554,Isabelle D Ross,2,"15545.0000"
18555,AW00018555,Muniraju  Pulipalyam,1,"499.0000"
18556,AW00018556,Ruben  Perez,1,"170099.0000"
18557,AW00018557,Bailey R Lopez,1,"117947.0000"
18558,AW00018558,Alexandra C Price,1,"175098.0000"
18559,AW00018559,Lucas  Adams,1,"173598.0000"
18560,AW00018560,Anna S Miller,1,"236696.0000"
18561,AW00018561,Carol A Torres,1,"238996.0000"
18562,AW00018562,Mary P Wright,1,"173226.0000"
18563,AW00018563,Evan R Sanchez,1,"175098.0000"
18564,AW00018564,John T Moore,1,"171497.0000"
18565,AW00018565,Dalton C Bryant,1,"178945.0000"
18566,AW00018566,Bryce  Peterson,1,"237948.0000"
18567,AW00018567,Madison  Barnes,1,"170099.0000"
18568,AW00018568,Mya M Bennett,1,"173226.0000"
18569,AW00018569,Emma E Bryant,1,"499.0000"
